name	type	model	replicate	fraction	pcc_train_Dev	pcc_train_Hk	pcc_val_Dev	pcc_val_Hk	pcc_test_Dev	pcc_test_Hk
deepstarr_rep3_frac0.2	homologs	deepstarr	3	0.2	0.526333391666412	0.661817252635956	0.594492375850678	0.677423119544983	0.610220119480024	0.728544454092114
deepstarr_rep3_frac0.2	homologs_finetune	deepstarr	3	0.2	0.656836092472076	0.740050315856934	0.617285847663879	0.729169845581055	0.636282122789885	0.747137117523719
deepstarr_rep3_frac0.3	none	deepstarr	3	0.3	0.763278961181641	0.814208209514618	0.547995686531067	0.642688393592835	0.572298032257792	0.693093345728628
deepstarr_rep3_frac0.3	finetune	deepstarr	3	0.3	0.761699974536896	0.81165999174118	0.579351544380188	0.686755895614624	0.587379852575626	0.703110143375928
deepstarr_rep3_frac0.3	homologs	deepstarr	3	0.3	0.504494249820709	0.640367984771729	0.612782120704651	0.718713700771332	0.610354374220801	0.735467422878168
deepstarr_rep3_frac0.3	homologs_finetune	deepstarr	3	0.3	0.631974518299103	0.720466315746307	0.624276697635651	0.725911200046539	0.641580019983432	0.749451029625271
deepstarr_rep3_frac0.4	none	deepstarr	3	0.4	0.742925822734833	0.79942786693573	0.581664621829987	0.689328134059906	0.62261977851634	0.713625321227737
deepstarr_rep3_frac0.4	finetune	deepstarr	3	0.4	0.737292587757111	0.797060251235962	0.615834534168243	0.705747783184052	0.62785632007463	0.722714087406916
deepstarr_rep3_frac0.4	homologs	deepstarr	3	0.4	0.517080724239349	0.654468297958374	0.582371652126312	0.700533390045166	0.63119301059798	0.742559599470948
deepstarr_rep3_frac0.4	homologs_finetune	deepstarr	3	0.4	0.649558782577515	0.736061632633209	0.642143726348877	0.738254725933075	0.651111639022289	0.758469879514736
deepstarr_rep3_frac0.5	none	deepstarr	3	0.5	0.719931364059448	0.784162223339081	0.602961838245392	0.697323858737946	0.62637332131785	0.728490777996902
deepstarr_rep3_frac0.5	finetune	deepstarr	3	0.5	0.711759209632874	0.78202885389328	0.6262486577034	0.718989610671997	0.637817263098425	0.739523956690777
deepstarr_rep3_frac0.5	homologs	deepstarr	3	0.5	0.545220017433167	0.677880167961121	0.648158133029938	0.739088654518127	0.658176671922303	0.756182455329612
deepstarr_rep3_frac0.5	homologs_finetune	deepstarr	3	0.5	0.681410372257233	0.757555305957794	0.667269825935364	0.753814697265625	0.672735080399077	0.766400776501561
deepstarr_rep3_frac0.6	none	deepstarr	3	0.6	0.738550722599029	0.793826520442963	0.607854664325714	0.70821076631546	0.625735928408853	0.730782847314195
deepstarr_rep3_frac0.6	finetune	deepstarr	3	0.6	0.735499560832977	0.792044818401337	0.636941850185394	0.721738874912262	0.643506666673353	0.740414980964332
deepstarr_rep3_frac0.6	homologs	deepstarr	3	0.6	0.514059662818909	0.658272564411163	0.614242196083069	0.722981214523315	0.639545853377662	0.747251769472979
deepstarr_rep3_frac0.6	homologs_finetune	deepstarr	3	0.6	0.650517761707306	0.737596213817596	0.655025124549866	0.742547035217285	0.662733802612676	0.76156339762681
deepstarr_rep3_frac0.7	none	deepstarr	3	0.7	0.724458992481232	0.783623814582825	0.630290925502777	0.705833554267883	0.641953679543457	0.726833121342805
deepstarr_rep3_frac0.7	finetune	deepstarr	3	0.7	0.714901804924011	0.779113352298737	0.649269044399262	0.727373540401459	0.657159340486504	0.740575708675878
deepstarr_rep3_frac0.7	homologs	deepstarr	3	0.7	0.54411780834198	0.680980026721954	0.663608074188232	0.745961487293243	0.665170957675303	0.766603176425207
deepstarr_rep3_frac0.7	homologs_finetune	deepstarr	3	0.7	0.686037838459015	0.757771015167236	0.672122955322266	0.757310509681702	0.681723520934271	0.773504999656793
deepstarr_rep3_frac0.8	none	deepstarr	3	0.8	0.735215961933136	0.790162861347199	0.634230196475983	0.702879786491394	0.648870166349711	0.73328315576553
deepstarr_rep3_frac0.8	finetune	deepstarr	3	0.8	0.735952019691467	0.790309369564056	0.648820996284485	0.727146923542023	0.660316331601979	0.742392113447349
deepstarr_rep3_frac0.8	homologs	deepstarr	3	0.8	0.535947263240814	0.670816242694855	0.666802287101746	0.746953547000885	0.665553955028069	0.766727018569287
deepstarr_rep3_frac0.8	homologs_finetune	deepstarr	3	0.8	0.681246638298035	0.752843022346497	0.683590173721314	0.75830215215683	0.688049948620743	0.775214716829799
deepstarr_rep3_frac0.9	none	deepstarr	3	0.9	0.722774863243103	0.781125724315643	0.648921966552734	0.720088303089142	0.655150206311208	0.744341297699678
deepstarr_rep3_frac0.9	finetune	deepstarr	3	0.9	0.716978847980499	0.777212977409363	0.656701922416687	0.73485004901886	0.666997304862251	0.752575153391985
deepstarr_rep3_frac0.9	homologs	deepstarr	3	0.9	0.551623046398163	0.687999427318573	0.669948160648346	0.754929006099701	0.678051220770629	0.775348233811655
deepstarr_rep3_frac0.9	homologs_finetune	deepstarr	3	0.9	0.696694731712341	0.764696419239044	0.685983061790466	0.765025317668915	0.695367461959312	0.782487625758682
deepstarr_rep3_frac1.0	none	deepstarr	3	1	0.758181750774383	0.806435942649841	0.618668735027313	0.716150820255279	0.64731608320787	0.735938374113414
deepstarr_rep3_frac1.0	finetune	deepstarr	3	1	0.766902327537537	0.811247110366821	0.648905098438263	0.733058869838715	0.66130888698458	0.743836505124797
deepstarr_rep3_frac1.0	homologs	deepstarr	3	1	0.548526048660278	0.68327921628952	0.673387587070465	0.749797165393829	0.679987158788145	0.77030378095794
deepstarr_rep3_frac1.0	homologs_finetune	deepstarr	3	1	0.695059835910797	0.763582348823547	0.687913119792938	0.767773151397705	0.692626431564688	0.781970500818184
